record_timestamp,CHR-01-KW,CHR-01-CHWSWT,CHR-01-CHWRWT,CHR-01-CHWFWR,COP1,CHR-02-KW,CHR-02-CHWSWT,CHR-02-CHWRWT,CHR-02-CHWFWR,COP2,CHR-03-KW,CHR-03-CHWSWT,CHR-03-CHWRWT,CHR-03-CHWFWR,COP3,COP Total,Q1,Q2,Q3,chiller 1,chiller 2,chiller 3
1/1/2023 21:45,0,13,14.2,0,0,0,12.1,14,0,0,10.6628,6.9,8.9,7.04167,5.534118112,5.534118112,0,0,59.0091946,,,
1/1/2023 22:00,0,13,14.1,0,0,0,12.1,14,0,0,11.0339,7.3,9,7.03056,4.538619969,4.538619969,0,0,50.07867888,,,
1/1/2023 22:15,0,13,14.1,0,0,0,12.1,14,0,0,11.065,7.5,9.1,7.03611,4.262998775,4.262998775,0,0,47.17008144,,,
1/1/2023 22:30,0,13,14.1,0,0,0,12.1,14,0,0,11.1887,7.6,9.2,7.03056,4.212542497,4.212542497,0,0,47.13287424,,,
1/1/2023 22:45,0,13,14.1,0,0,0,12.1,14,0,0,9.98965,6.7,8.2,7.35556,4.627759191,4.627759191,0,0,46.2296946,,,
1/1/2023 23:00,0,13,14.1,0,0,0,12.1,14,0,0,8.59509,6.6,8.3,7.29167,6.042818098,6.042818098,0,0,51.93856541,,,
1/1/2023 23:15,0,13,14.1,0,0,0,11.9,14,0,0,8.77292,6.6,8.3,7.03056,5.708325037,5.708325037,0,0,50.07867888,,,
1/1/2023 23:30,0,13,14.1,0,0,0,11.9,14,0,0,8.2676,6.6,8.4,7.01944,6.40338387,6.40338387,0,0,52.94061648,,,
1/1/2023 23:45,0,13,14.1,0,0,0,11.9,14,0,0,9.34664,6.8,8.7,7.025,5.983543284,5.983543284,0,0,55.926025,,,
2/1/2023 0:00,0,13,14.1,0,0,0,11.9,13.9,0,0,9.15269,6.6,8.7,7.025,6.753530929,6.753530929,0,0,61.812975,,,
2/1/2023 0:15,0,12.8,14.1,0,0,0,11.9,14,0,0,0,8.9,8.9,0,0,0,0,0,0,,,
2/1/2023 0:30,34.5747,8.8,11.9,7.30833,2.74558849,0,11.9,13.9,0,0,0,9.2,9.1,0,0,2.74558849,94.92789837,0,0,,,
2/1/2023 0:45,8.94719,6.8,8.3,6.90278,4.848893597,0,11.9,13.9,0,0,0,9.4,9.3,0,0,4.848893597,43.3839723,0,0,,,
2/1/2023 1:00,10.8962,7.2,8.8,6.92778,4.262388458,0,11.9,13.8,0,0,0,9.5,9.4,0,0,4.262388458,46.44383712,0,0,,,
2/1/2023 1:15,11.6664,7,8.9,6.87778,4.69330784,0,11.9,13.7,0,0,0,9.6,9.5,0,0,4.69330784,54.75400658,0,0,,,
2/1/2023 1:30,11.5571,6.9,8.8,6.87778,4.737694281,0,11.9,13.6,0,0,0,9.7,9.6,0,0,4.737694281,54.75400658,0,0,,,
2/1/2023 1:45,11.2695,7.1,8.8,6.91944,4.373501142,0,11.9,13.5,0,0,0,9.8,9.7,0,0,4.373501142,49.28717112,0,0,,,
2/1/2023 2:00,11.1019,6.8,8.7,6.91944,4.961822917,0,11.9,13.4,0,0,0,9.8,9.7,0,0,4.961822917,55.08566184,0,0,,,
2/1/2023 2:15,10.4371,6.8,8.7,6.90278,5.265162888,0,11.9,13.4,0,0,0,9.8,9.8,0,0,5.265162888,54.95303158,0,0,,,
2/1/2023 2:30,10.7436,6.9,8.7,6.91111,4.851594588,0,11.9,13.2,0,0,0,10,9.9,0,0,4.851594588,52.12359162,0,0,,,
2/1/2023 2:45,10.2243,7,8.7,6.88611,4.797371119,0,11.9,13.1,0,0,0,10.1,10,0,0,4.797371119,49.04976153,0,0,,,
2/1/2023 3:00,9.87424,6.6,8.5,6.90278,5.565292274,0,11.9,13.1,0,0,0,10.1,10,0,0,5.565292274,54.95303158,0,0,,,
2/1/2023 3:15,10.45,7.1,8.7,6.89444,4.42299768,0,11.9,13,0,0,0,10.1,10.1,0,0,4.42299768,46.22032576,0,0,,,
2/1/2023 3:30,10.8325,6.9,8.7,6.90556,4.807914472,0,11.9,13,0,0,0,10.2,10.1,0,0,4.807914472,52.08173352,0,0,,,
2/1/2023 3:45,9.82684,6.6,8.4,6.90278,5.297813617,0,11.9,13,0,0,0,10.2,10.3,0,0,5.297813617,52.06076676,0,0,,,
2/1/2023 4:00,10.8274,6.8,8.5,6.89444,4.535631465,0,11.9,12.8,0,0,0,10.3,10.3,0,0,4.535631465,49.10909612,0,0,,,
2/1/2023 4:15,10.6554,6.7,8.5,6.90278,4.885857571,0,11.9,12.8,0,0,0,10.3,10.4,0,0,4.885857571,52.06076676,0,0,,,
2/1/2023 4:30,10.529,6.7,8.4,6.85278,4.635991257,0,11.9,13,0,0,0,10.5,10.5,0,0,4.635991257,48.81235194,0,0,,,
2/1/2023 4:45,10.8945,7,8.7,6.90556,4.514966624,0,11.9,12.7,0,0,0,10.5,10.5,0,0,4.514966624,49.18830388,0,0,,,
2/1/2023 5:00,9.3563,6.6,8.3,6.90278,5.255122424,0,11.9,12.8,0,0,0,10.5,10.5,0,0,5.255122424,49.16850194,0,0,,,
2/1/2023 5:15,9.364,6.6,8.4,6.90556,5.561910884,0,11.9,12.7,0,0,0,10.5,10.5,0,0,5.561910884,52.08173352,0,0,,,
2/1/2023 5:30,9.09961,6.6,8.3,6.96944,5.455543822,0,11.9,12.7,0,0,0,10.6,10.6,0,0,5.455543822,49.64332112,0,0,,,
2/1/2023 5:45,9.26348,6.7,8.3,7.26111,5.254880611,0,11.9,12.7,0,0,0,10.6,10.8,0,0,5.254880611,48.67848144,0,0,,,
2/1/2023 6:00,9.46569,6.8,8.3,7.23333,4.80276441,0,11.9,12.7,0,0,0,10.6,10.8,0,0,4.80276441,45.46147905,0,0,,,
2/1/2023 6:15,10.312,7.9,9.5,6.92222,4.500248534,0,11.9,12.6,0,0,0,10.6,10.8,0,0,4.500248534,46.40656288,0,0,,,
2/1/2023 6:30,11.9751,7.9,9.2,6.92222,3.148644466,0,11.9,12.6,0,0,0,10.7,10.8,0,0,3.148644466,37.70533234,0,0,,,
2/1/2023 6:45,11.1977,7,8.8,6.90556,4.651109917,0,11.9,12.6,0,0,0,10.7,10.9,0,0,4.651109917,52.08173352,0,0,,,
2/1/2023 7:00,9.66385,6.8,8.5,6.90278,5.087879255,0,11.9,12.6,0,0,0,10.8,10.9,0,0,5.087879255,49.16850194,0,0,,,
2/1/2023 7:15,9.58947,6.8,8.5,6.91111,5.13353048,0,11.9,12.6,0,0,0,10.8,11,0,0,5.13353048,49.22783653,0,0,,,
2/1/2023 7:30,9.78314,6.9,8.7,6.90556,5.323621406,0,11.9,12.6,0,0,0,10.8,11,0,0,5.323621406,52.08173352,0,0,,,
2/1/2023 7:45,9.53885,6.7,8.5,6.90556,5.459959379,0,11.9,12.6,0,0,0,10.8,11.2,0,0,5.459959379,52.08173352,0,0,,,
2/1/2023 8:00,8.84906,6.7,8.4,6.91111,5.563058283,0,12.1,12.6,0,0,0,10.8,11.2,0,0,5.563058283,49.22783653,0,0,,,
2/1/2023 8:15,8.58315,6.6,8.3,6.88611,5.714657385,0,12.1,12.6,0,0,0,10.9,11.2,0,0,5.714657385,49.04976153,0,0,,,
2/1/2023 8:30,8.60589,6.7,8.2,7.225,5.276517013,0,12.1,12.5,0,0,0,10.9,11.3,0,0,5.276517013,45.409125,0,0,,,
2/1/2023 8:45,8.79209,6.8,8.2,7.23333,4.826009945,0,12.2,12.6,0,0,0,11,11.3,0,0,4.826009945,42.43071378,0,0,,,
2/1/2023 9:00,9.56398,7.6,9.4,6.91111,5.449989609,0,12.2,12.6,0,0,0,11,11.4,0,0,5.449989609,52.12359162,0,0,,,
2/1/2023 9:15,11.1561,7.9,9.1,6.91944,3.118557948,0,12.3,12.6,0,0,0,11.1,11.5,0,0,3.118557948,34.79094432,0,0,,,
2/1/2023 9:30,10.3657,7.2,8.7,6.89444,4.180282605,0,12.3,12.6,0,0,0,11.1,11.6,0,0,4.180282605,43.3315554,0,0,,,
2/1/2023 9:45,10.3875,6.8,8.5,6.87222,4.712473941,0,12.4,12.6,0,0,0,11.2,11.7,0,0,4.712473941,48.95082306,0,0,,,
2/1/2023 10:00,10.3329,6.9,8.7,6.88889,5.028211671,0,12.6,12.7,0,0,0,11.3,11.8,0,0,5.028211671,51.95600838,0,0,,,
2/1/2023 10:15,9.1353,6.7,8.5,6.90556,5.701151962,0,12.7,12.7,0,0,0,11.4,11.9,0,0,5.701151962,52.08173352,0,0,,,
2/1/2023 10:30,9.28083,6.7,8.4,6.90278,5.297856112,0,12.8,12.8,0,0,0,11.5,12,0,0,5.297856112,49.16850194,0,0,,,
2/1/2023 10:45,9.71643,6.9,8.4,7.20833,4.662654293,0,13,13,0,0,0,11.5,12.1,0,0,4.662654293,45.30435405,0,0,,,
2/1/2023 11:00,13.914,7.9,9.6,6.86111,3.512410991,0,13.2,13.1,0,0,0,11.5,12.1,0,0,3.512410991,48.87168653,0,0,,,
2/1/2023 11:15,12.0476,6.8,8.8,6.86944,4.778205385,0,13.6,13.4,0,0,0,11.5,12.2,0,0,4.778205385,57.5659072,0,0,,,
2/1/2023 11:30,12.7246,6.9,8.9,6.87778,4.52947805,0,13.7,13.4,0,0,0,11.7,12.3,0,0,4.52947805,57.6357964,0,0,,,
2/1/2023 11:45,10.9414,6.8,8.7,6.85556,4.988128865,0,13.7,13.5,0,0,0,11.9,12.5,0,0,4.988128865,54.57711316,0,0,,,
2/1/2023 12:00,9.87135,6.8,8.3,7.22778,4.601862694,0,13.7,13.5,0,0,0,11.9,12.6,0,0,4.601862694,45.4265973,0,0,,,
2/1/2023 12:15,14.1625,8,9.7,6.85278,3.446591487,0,13.8,13.6,0,0,0,12,12.7,0,0,3.446591487,48.81235194,0,0,,,
2/1/2023 12:30,12.329,6.8,8.8,6.87778,4.674815184,0,13.8,13.7,0,0,0,12.2,12.9,0,0,4.674815184,57.6357964,0,0,,,
2/1/2023 12:45,13.0007,6.9,8.9,6.85278,4.417169568,0,13.9,13.8,0,0,0,12.3,13,0,0,4.417169568,57.4262964,0,0,,,
2/1/2023 13:00,10.686,6.7,8.7,6.82778,5.354369867,0,14,13.9,0,0,0,12.3,13.1,0,0,5.354369867,57.2167964,0,0,,,
2/1/2023 13:15,14.3778,7.3,9.6,7.225,4.842696727,0,14.1,14,0,0,0,12.4,13.4,0,0,4.842696727,69.627325,0,0,,,
2/1/2023 13:30,13.8708,7.2,9.1,6.87778,3.947429606,0,14.3,14,0,0,0,12.6,13.4,0,0,3.947429606,54.75400658,0,0,,,
2/1/2023 13:45,13.4227,6.8,9,6.83611,4.694678565,0,14.3,14.1,0,0,0,12.6,13.5,0,0,4.694678565,63.01526198,0,0,,,
2/1/2023 14:00,11.4015,6.7,8.7,6.86944,5.048976643,0,14.3,14.1,0,0,0,12.7,13.6,0,0,5.048976643,57.5659072,0,0,,,
2/1/2023 14:15,13.5771,6.9,9.1,7.21111,4.895891757,0,14.4,14.1,0,0,0,12.7,13.7,0,0,4.895891757,66.47201198,0,0,,,
2/1/2023 14:30,14.0293,6.8,9,6.87222,4.515415877,0,14.5,14.2,0,0,0,12.8,13.8,0,0,4.515415877,63.34812396,0,0,,,
2/1/2023 14:45,13.6206,6.9,9,6.84444,4.421554672,0,14.5,14.2,0,0,0,12.9,13.9,0,0,4.421554672,60.22422756,0,0,,,
2/1/2023 15:00,12.1715,6.6,8.7,7.17778,5.188948463,0,14.5,14.3,0,0,0,12.9,14,0,0,5.188948463,63.15728622,0,0,,,
2/1/2023 15:15,17,7.9,9.9,6.88889,3.395817541,0,14.5,14.3,0,0,0,13,14.1,0,0,3.395817541,57.7288982,0,0,1,,
2/1/2023 15:30,14.4182,6.7,9,6.87222,4.593332326,0,14.5,14.4,0,0,0,13,14.1,0,0,4.593332326,66.22758414,0,0,,,
2/1/2023 15:45,13.8129,6.8,9,6.87778,4.589867156,0,14.5,14.4,0,0,0,13,14.2,0,0,4.589867156,63.39937604,0,0,,,
2/1/2023 16:00,11.7095,6.7,8.5,7.24167,4.664304636,0,14.4,14.3,0,0,0,13,14.3,0,0,4.664304636,54.61667514,0,0,,,
2/1/2023 16:15,16.0947,7.5,9.5,6.87778,3.581041983,0,14.3,14.3,0,0,0,13,14.3,0,0,3.581041983,57.6357964,0,0,,,
2/1/2023 16:30,13.8238,6.8,9,6.87778,4.586248068,0,14.3,14.3,0,0,0,13,14.3,0,0,4.586248068,63.39937604,0,0,,,
2/1/2023 16:45,12.378,6.7,8.7,6.90278,4.673234481,0,14.3,14.4,0,0,0,13,14.3,0,0,4.673234481,57.8452964,0,0,,,
2/1/2023 17:00,13.3876,6.8,8.8,7.24444,4.534674415,0,14.1,14.3,0,0,0,13,14.3,0,0,4.534674415,60.7084072,0,0,,,
2/1/2023 17:15,15.6924,7.4,9.4,6.90556,3.687682751,0,14.1,14.2,0,0,0,13,14.3,0,0,3.687682751,57.8685928,0,0,,,
2/1/2023 17:30,12.7705,6.7,8.9,6.89444,4.976543434,0,14.1,14.2,0,0,0,12.9,14.3,0,0,4.976543434,63.55294792,0,0,,,
2/1/2023 17:45,12.3984,6.7,8.7,6.88611,4.654278117,0,13.9,14.2,0,0,0,12.9,14.3,0,0,4.654278117,57.7056018,0,0,,,
2/1/2023 18:00,11.0907,6.7,8.4,7.24167,4.650961203,0,13.8,14.1,0,0,0,12.8,14.3,0,0,4.650961203,51.58241541,0,0,,,
